protein_pair	probability	status
sp|P02359|RS7_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
rev_sp|P77434|ALAC_ECOLI-sp|P0A7V3|RS3_ECOLI	1.00	target_decoy
sp|P0A887|UBIE_ECOLI-sp|P0ADP7|UBIJ_ECOLI	1.00	target_target
sp|P0ADS9|YGGN_ECOLI-sp|P0ADS9|YGGN_ECOLI	1.00	target_target
sp|P0A7L8|RL27_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0AG48|RL21_ECOLI	1.00	target_target
sp|P0A9Q1|ARCA_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P69910|DCEB_ECOLI	1.00	target_target
sp|P0A786|PYRB_ECOLI-sp|P0A9M8|PTA_ECOLI	1.00	target_target
sp|P0A7S9|RS13_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A7V3|RS3_ECOLI	1.00	target_target
sp|P05055|PNP_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P17115|GUTQ_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
sp|P0A7L8|RL27_ECOLI-sp|P0A7N9|RL33_ECOLI	1.00	target_target
sp|P0ADX9|RSMD_ECOLI-sp|P0ADX9|RSMD_ECOLI	1.00	target_target
sp|P02358|RS6_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P76316|DCYD_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P67910|HLDD_ECOLI	1.00	target_target
sp|P67910|HLDD_ECOLI-sp|P75876|RLMI_ECOLI	1.00	target_target
sp|P0A9P0|DLDH_ECOLI-sp|P62768|YAEH_ECOLI	1.00	target_target
sp|P77187|YAHF_ECOLI-sp|P77187|YAHF_ECOLI	1.00	target_target
sp|P00959|SYM_ECOLI-sp|P0A7X3|RS9_ECOLI	1.00	target_target
sp|P06989|HIS2_ECOLI-sp|P06989|HIS2_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A7R1|RL9_ECOLI-sp|P0AG59|RS14_ECOLI	1.00	target_target
sp|P0A7S9|RS13_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A832|SSRP_ECOLI-sp|P68679|RS21_ECOLI	1.00	target_target
sp|P0A6P7|ENGB_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0AGB3|RPOH_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0A7R1|RL9_ECOLI	1.00	target_target
sp|P0A9G6|ACEA_ECOLI-sp|P69797|PTNAB_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P76550|YFFS_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P0AGB3|RPOH_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A7R5|RS10_ECOLI	1.00	target_target
sp|P0A9G6|ACEA_ECOLI-sp|P0AB89|PUR8_ECOLI	1.00	target_target
sp|P0A7M2|RL28_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A9G6|ACEA_ECOLI-sp|P25553|ALDA_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P69797|PTNAB_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P38038|CYSJ_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0ABS1|DKSA_ECOLI	1.00	target_target
sp|P0A9C5|GLN1B_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0A7F3|PYRI_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P69913|CSRA_ECOLI	1.00	target_target
sp|P00968|CARB_ECOLI-sp|P08200|IDH_ECOLI	1.00	target_target
sp|P0A7K2|RL7_ECOLI-sp|P69776|LPP_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P75864|RLMKL_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0AGJ9|SYY_ECOLI	1.00	target_target
sp|P0AB91|AROG_ECOLI-sp|P35340|AHPF_ECOLI	1.00	target_target
sp|P0AG67|RS1_ECOLI-sp|P33136|OPGG_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0AG59|RS14_ECOLI	1.00	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0A832|SSRP_ECOLI	1.00	target_target
sp|P45955|CPOB_ECOLI-sp|P45955|CPOB_ECOLI	1.00	target_target
sp|P0A9B2|G3P1_ECOLI-sp|P0A9C5|GLN1B_ECOLI	1.00	target_target
sp|P0ABH7|CISY_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P68679|RS21_ECOLI	1.00	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P76550|YFFS_ECOLI	1.00	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A8H8|YACG_ECOLI-sp|P0AES6|GYRB_ECOLI	1.00	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7N4|RL32_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P60438|RL3_ECOLI	1.00	target_target
sp|P39321|TAMB_ECOLI-sp|P39321|TAMB_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P27302|TKT1_ECOLI-sp|P33570|TKT2_ECOLI	1.00	target_target
sp|P40710|NLPE_ECOLI-sp|P40710|NLPE_ECOLI	1.00	target_target
sp|P21151|FADA_ECOLI-sp|P21177|FADB_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0AFW2|RMF_ECOLI	1.00	target_target
sp|P0AES4|GYRA_ECOLI-sp|P0DMC7|RCSB_ECOLI	1.00	target_target
sp|P0A9M0|LON_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0AGD7|SRP54_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P76542|INTZ_ECOLI-sp|P76542|INTZ_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0A9P6|DEAD_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P15288|PEPD_ECOLI	1.00	target_target
sp|P31660|PRPC_ECOLI-sp|P33570|TKT2_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A7S9|RS13_ECOLI	1.00	target_target
sp|P0A988|DPO3B_ECOLI-sp|P0A988|DPO3B_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P39199|PRMB_ECOLI	1.00	target_target
sp|P09980|REP_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P09831|GLTB_ECOLI-sp|P0ABH7|CISY_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A7R9|RS11_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P69913|CSRA_ECOLI	1.00	target_target
sp|P0A832|SSRP_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P13024|FDHE_ECOLI-sp|P13024|FDHE_ECOLI	1.00	target_target
sp|P0ADG4|SUHB_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P15032|RECE_ECOLI-sp|P15032|RECE_ECOLI	1.00	target_target
sp|P07649|TRUA_ECOLI-sp|P07649|TRUA_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P25553|ALDA_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P39288|QUEG_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0A9R7|FTSE_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0AGB6|RPOE_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P60438|RL3_ECOLI	1.00	target_target
sp|P0AFI7|PDXH_ECOLI-sp|P0AFI7|PDXH_ECOLI	1.00	target_target
sp|P06715|GSHR_ECOLI-sp|P06715|GSHR_ECOLI	1.00	target_target
rev_sp|P19934|TOLA_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_decoy
sp|P0ADG7|IMDH_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0AG59|RS14_ECOLI	1.00	target_target
sp|P14294|TOP3_ECOLI-sp|P14294|TOP3_ECOLI	1.00	target_target
sp|P04994|EX7L_ECOLI-sp|P04994|EX7L_ECOLI	1.00	target_target
sp|P29013|YCGB_ECOLI-sp|P76235|YEAH_ECOLI	1.00	target_target
sp|P32153|FRVX_ECOLI-sp|P68191|SRA_ECOLI	1.00	target_target
sp|P06612|TOP1_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0A910|OMPA_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0AGL7|RSME_ECOLI	1.00	target_target
sp|P0AEA8|CYSG_ECOLI-sp|P0AEA8|CYSG_ECOLI	1.00	target_target
sp|P31979|NUOF_ECOLI-sp|P33602|NUOG_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0AGJ5|YFIF_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0AES4|GYRA_ECOLI	1.00	target_target
sp|P0AED9|DCM_ECOLI-sp|P0AED9|DCM_ECOLI	1.00	target_target
sp|P08142|ILVB_ECOLI-sp|P08142|ILVB_ECOLI	1.00	target_target
rev_sp|Q9Y375|CIA30_HUMAN-sp|P14407|FUMB_ECOLI,sp|P0AC33|FUMA_ECOLI	1.00	target_decoy
sp|P0AEI1|MIAB_ECOLI-sp|P0AEI1|MIAB_ECOLI	1.00	target_target
sp|P0AEX3|KGTP_ECOLI-sp|P0AEX3|KGTP_ECOLI	1.00	target_target
sp|P27127|RFAB_ECOLI-sp|P27127|RFAB_ECOLI	1.00	target_target
sp|P05719|T1SK_ECOLI-sp|P08957|T1MK_ECOLI	1.00	target_target
sp|P07395|SYFB_ECOLI-sp|P63284|CLPB_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A9F3|CYSB_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P25553|ALDA_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P68679|RS21_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P60723|RL4_ECOLI	1.00	target_target
sp|P21889|SYD_ECOLI-sp|P68679|RS21_ECOLI	1.00	target_target
rev_sp|A6NHZ5|LR14B_HUMAN-sp|P25553|ALDA_ECOLI	1.00	target_decoy
sp|P0A7Z4|RPOA_ECOLI-sp|P0A9M0|LON_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P68919|RL25_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P75796|GSIA_ECOLI	1.00	target_target
sp|P21889|SYD_ECOLI-sp|P39366|SGCX_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0ADG7|IMDH_ECOLI	1.00	target_target
sp|P60438|RL3_ECOLI-sp|P60624|RL24_ECOLI	1.00	target_target
sp|P22188|MURE_ECOLI-sp|P23865|PRC_ECOLI	1.00	target_target
sp|P02413|RL15_ECOLI-sp|P60624|RL24_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A847|TGT_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0AGE9|SUCD_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P0AD61|KPYK1_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|Q46901|CSE1_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0AA10|RL13_ECOLI	1.00	target_target
sp|P0A7V8|RS4_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A7T3|RS16_ECOLI-sp|P0ADZ4|RS15_ECOLI	1.00	target_target
sp|P62399|RL5_ECOLI-sp|Q57261|TRUD_ECOLI	1.00	target_target
sp|P0A8F0|UPP_ECOLI-sp|P0A9G6|ACEA_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P02358|RS6_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0ABP8|DEOD_ECOLI	1.00	target_target
sp|P0C018|RL18_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P71298|INTF_ECOLI-sp|P71298|INTF_ECOLI	1.00	target_target
sp|P00956|SYI_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0ABD3|BFR_ECOLI-sp|P0ABD3|BFR_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
rev_sp|P77699|TFAD_ECOLI-sp|P0A707|IF3_ECOLI	1.00	target_decoy
sp|P0A7K6|RL19_ECOLI-sp|P0A7S3|RS12_ECOLI	1.00	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P0AGJ5|YFIF_ECOLI	1.00	target_target
sp|P0A7V8|RS4_ECOLI-sp|P0A7Z4|RPOA_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P75864|RLMKL_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A7V8|RS4_ECOLI	1.00	target_target
sp|P0A705|IF2_ECOLI-sp|P0A7L0|RL1_ECOLI	1.00	target_target
rev_sp|P0ACB0|DNAB_ECOLI-sp|P15288|PEPD_ECOLI	1.00	target_decoy
sp|P0A8J8|RHLB_ECOLI-sp|P0A8J8|RHLB_ECOLI	1.00	target_target
sp|P77488|DXS_ECOLI-sp|Q46868|UBIK_ECOLI	1.00	target_target
sp|P76372|WZZB_ECOLI-sp|P76372|WZZB_ECOLI	1.00	target_target
rev_sp|P00895|TRPE_ECOLI-sp|P00968|CARB_ECOLI	1.00	target_decoy
rev_sp|P0A705|IF2_ECOLI-sp|P0A705|IF2_ECOLI	1.00	target_decoy
sp|P76034|YCIT_ECOLI-sp|P76034|YCIT_ECOLI	1.00	target_target
sp|P76027|OPPD_ECOLI-sp|P76027|OPPD_ECOLI	1.00	target_target
sp|P27129|RFAJ_ECOLI-sp|P27129|RFAJ_ECOLI	1.00	target_target
sp|P0ADY3|RL14_ECOLI-sp|P0ADY3|RL14_ECOLI	1.00	target_target
sp|P37751|WBBK_ECOLI-sp|P37751|WBBK_ECOLI	1.00	target_target
sp|P09152|NARG_ECOLI-sp|P09152|NARG_ECOLI	1.00	target_target
sp|P0A953|FABB_ECOLI-sp|P0A953|FABB_ECOLI	1.00	target_target
sp|P04693|TYRB_ECOLI-sp|P04693|TYRB_ECOLI	1.00	target_target
sp|P30871|3PASE_ECOLI-sp|P30871|3PASE_ECOLI	1.00	target_target
sp|P0AFI0|OXC_ECOLI-sp|P0AFI0|OXC_ECOLI	1.00	target_target
sp|P77754|SPY_ECOLI-sp|P77754|SPY_ECOLI	1.00	target_target
sp|P63177|RLMB_ECOLI-sp|P63177|RLMB_ECOLI	1.00	target_target
sp|P0A8E5|YACL_ECOLI-sp|P0A8V2|RPOB_ECOLI	1.00	target_target
sp|P0AEU7|SKP_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
sp|P0A7G2|RBFA_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0A6V1|GLGC_ECOLI-sp|P0A9Q5|ACCD_ECOLI	1.00	target_target
sp|P0A8I3|YAAA_ECOLI-sp|P0A8I3|YAAA_ECOLI	1.00	target_target
sp|P06149|DLD_ECOLI-sp|P0A705|IF2_ECOLI	1.00	target_target
sp|P08839|PT1_ECOLI-sp|P0A722|LPXA_ECOLI	1.00	target_target
sp|P0AFG6|ODO2_ECOLI-sp|P37095|PEPB_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P43329|HRPA_ECOLI	1.00	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0A8U2|YAFD_ECOLI	1.00	target_target
sp|P0AG67|RS1_ECOLI-sp|P17169|GLMS_ECOLI	1.00	target_target
sp|P0A7T3|RS16_ECOLI-sp|P0AGJ2|TRMH_ECOLI	1.00	target_target
sp|P0A7V0|RS2_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P0A9B2|G3P1_ECOLI-sp|P0AD61|KPYK1_ECOLI	1.00	target_target
sp|P0A9M0|LON_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P02358|RS6_ECOLI-sp|P0A6X7|IHFA_ECOLI	1.00	target_target
sp|P0A7J7|RL11_ECOLI-sp|P0A7V8|RS4_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P24255|RP54_ECOLI	1.00	target_target
sp|P0A6P7|ENGB_ECOLI-sp|P0A6X7|IHFA_ECOLI	1.00	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A707|IF3_ECOLI	1.00	target_target
sp|P0ADY3|RL14_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P0A9F3|CYSB_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P38038|CYSJ_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P68191|SRA_ECOLI	1.00	target_target
sp|P0A6M8|EFG_ECOLI-sp|P0A853|TNAA_ECOLI	1.00	target_target
sp|P0A7V3|RS3_ECOLI-sp|P60723|RL4_ECOLI	1.00	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0AC33|FUMA_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A7W1|RS5_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A8L1|SYS_ECOLI	1.00	target_target
sp|P0A9B2|G3P1_ECOLI-sp|P0AD33|YFCZ_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A9J8|CMPDT_ECOLI	1.00	target_target
sp|P0AG59|RS14_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P02359|RS7_ECOLI-sp|P61175|RL22_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0A7V3|RS3_ECOLI	1.00	target_target
sp|P09373|PFLB_ECOLI-sp|P0A836|SUCC_ECOLI	1.00	target_target
sp|P07813|SYL_ECOLI-sp|P0A9G6|ACEA_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P0AEU7|SKP_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A832|SSRP_ECOLI	1.00	target_target
sp|P0A850|TIG_ECOLI-sp|P0A853|TNAA_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P21499|RNR_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P76273|RSMF_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0AFG8|ODP1_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P67910|HLDD_ECOLI	1.00	target_target
sp|P0A9M8|PTA_ECOLI-sp|P33363|BGLX_ECOLI	1.00	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0A9F3|CYSB_ECOLI	1.00	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0ACP7|PURR_ECOLI	1.00	target_target
sp|P22523|MUKB_ECOLI-sp|P31663|PANC_ECOLI	1.00	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0C093|SLMA_ECOLI	1.00	target_target
sp|P0A8X0|YJGA_ECOLI-sp|P0ACF4|DBHB_ECOLI	1.00	target_target
sp|P0A7F3|PYRI_ECOLI-sp|P45577|PROQ_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0AG67|RS1_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P10423|IAP_ECOLI	1.00	target_target
sp|P09372|GRPE_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	1.00	target_target
sp|P0A707|IF3_ECOLI-sp|P0AA10|RL13_ECOLI	1.00	target_target
sp|P0A6E6|ATPE_ECOLI-sp|P0ABA6|ATPG_ECOLI	1.00	target_target
sp|P09831|GLTB_ECOLI-sp|P0A9G6|ACEA_ECOLI	1.00	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0C018|RL18_ECOLI	1.00	target_target
sp|P0A8M3|SYT_ECOLI-sp|P0A8V2|RPOB_ECOLI	1.00	target_target
sp|P0A7S9|RS13_ECOLI-sp|P0ACG1|STPA_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0AG30|RHO_ECOLI	1.00	target_target
sp|P0A847|TGT_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0ADG7|IMDH_ECOLI	1.00	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0ADS6|YGGE_ECOLI	1.00	target_target
sp|P36683|ACNB_ECOLI-sp|P69797|PTNAB_ECOLI	1.00	target_target
rev_sp|P57721|PCBP3_HUMAN-sp|P0A8T7|RPOC_ECOLI	1.00	target_decoy
sp|P0A850|TIG_ECOLI-sp|P0AAC0|USPE_ECOLI	1.00	target_target
sp|P0A6R3|FIS_ECOLI-sp|P0A707|IF3_ECOLI	1.00	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P77718|THII_ECOLI	1.00	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0AA39|RLUC_ECOLI	1.00	target_target
