protein_pair	probability	status
sp|P0AA10|RL13_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A6X7|IHFA_ECOLI-sp|Q9UBD5|ORC3_HUMAN	1.00	target_target
sp|P0A879|TRPB_ECOLI-sp|P0A8F0|UPP_ECOLI	1.00	target_target
sp|P62399|RL5_ECOLI-sp|P63177|RLMB_ECOLI	1.00	target_target
sp|P45577|PROQ_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0ACF0|DBHA_ECOLI	1.00	target_target
sp|P37765|RLUB_ECOLI-sp|P62399|RL5_ECOLI	1.00	target_target
sp|P0ADZ0|RL23_ECOLI-sp|P60422|RL2_ECOLI	1.00	target_target
sp|P0ADZ0|RL23_ECOLI-sp|P0AG59|RS14_ECOLI	1.00	target_target
sp|P0A7G2|RBFA_ECOLI-sp|P0A9K3|PHOL_ECOLI	1.00	target_target
sp|P0A836|SUCC_ECOLI-sp|P0A853|TNAA_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0A7F3|PYRI_ECOLI	1.00	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P10408|SECA_ECOLI	1.00	target_target
sp|P0A7V0|RS2_ECOLI-sp|Q6AI08|HEAT6_HUMAN	1.00	target_target
rev_sp|P76168|INTQ_ECOLI-sp|P0A991|ALF1_ECOLI	1.00	target_decoy
sp|P0A707|IF3_ECOLI-sp|P23538|PPSA_ECOLI	1.00	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A8N5|SYK2_ECOLI	1.00	target_target
sp|P09831|GLTB_ECOLI-sp|P0A853|TNAA_ECOLI	1.00	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0AFG6|ODO2_ECOLI	1.00	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P0AEM6|FLIA_ECOLI	1.00	target_target
sp|P0AB89|PUR8_ECOLI-sp|Q8TDS5|OXER1_HUMAN	1.00	target_target
sp|P33596|RECX_ECOLI-sp|P33596|RECX_ECOLI	1.00	target_target
sp|P0A6Q6|FABZ_ECOLI-sp|P0A6Q6|FABZ_ECOLI	1.00	target_target
sp|P0A7S9|RS13_ECOLI-sp|P0A7U3|RS19_ECOLI	1.00	target_target
sp|P0A9M8|PTA_ECOLI-sp|P30128|GREB_ECOLI	1.00	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A7U7|RS20_ECOLI	0.99	target_target
sp|P05055|PNP_ECOLI-sp|P0ACF4|DBHB_ECOLI	0.99	target_target
sp|P0A836|SUCC_ECOLI-sp|P76558|MAO2_ECOLI	0.99	target_target
sp|P00582|DPO1_ECOLI-sp|P0ACF0|DBHA_ECOLI	0.99	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0A7Z4|RPOA_ECOLI	0.99	target_target
sp|P0A6T5|GCH1_ECOLI-sp|P23839|YICC_ECOLI	0.99	target_target
sp|P0A7J3|RL10_ECOLI-sp|P0AES4|GYRA_ECOLI	0.99	target_target
sp|P0A8N5|SYK2_ECOLI-sp|P0A9G6|ACEA_ECOLI	0.99	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0AFK0|PMBA_ECOLI	0.99	target_target
sp|P0A7K6|RL19_ECOLI-sp|P0A7U3|RS19_ECOLI	0.99	target_target
sp|P0A8S1|ARGP_ECOLI-sp|P0A8S1|ARGP_ECOLI	0.99	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7X3|RS9_ECOLI	0.99	target_target
sp|P0A7S3|RS12_ECOLI-sp|P21499|RNR_ECOLI	0.99	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A8T7|RPOC_ECOLI	0.99	target_target
sp|P02359|RS7_ECOLI-sp|P0A6Y1|IHFB_ECOLI	0.99	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7K6|RL19_ECOLI	0.99	target_target
sp|P02359|RS7_ECOLI-sp|P21889|SYD_ECOLI	0.99	target_target
sp|P0A6Z3|HTPG_ECOLI-sp|P0AFG8|ODP1_ECOLI	0.99	target_target
sp|P0A7R9|RS11_ECOLI-sp|P0ACF4|DBHB_ECOLI	0.99	target_target
sp|P02359|RS7_ECOLI-sp|P60624|RL24_ECOLI	0.99	target_target
sp|P60422|RL2_ECOLI-sp|P75864|RLMKL_ECOLI	0.99	target_target
sp|P00490|PHSM_ECOLI-sp|P68191|SRA_ECOLI	0.99	target_target
sp|P0A7L8|RL27_ECOLI-sp|P60422|RL2_ECOLI	0.99	target_target
sp|P07118|SYV_ECOLI-sp|P0A9G6|ACEA_ECOLI	0.99	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P60438|RL3_ECOLI	0.99	target_target
sp|P02359|RS7_ECOLI-sp|P0A7K2|RL7_ECOLI	0.99	target_target
sp|P0ABB0|ATPA_ECOLI-sp|P25553|ALDA_ECOLI	0.99	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P60785|LEPA_ECOLI	0.99	target_target
sp|P0ABF1|PCNB_ECOLI-sp|P62399|RL5_ECOLI	0.99	target_target
sp|O75955|FLOT1_HUMAN-sp|P0A705|IF2_ECOLI	0.99	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A7V3|RS3_ECOLI	0.99	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0A7K2|RL7_ECOLI	0.99	target_target
rev_sp|P23325|ARPA_ECOLI-sp|P0A7K2|RL7_ECOLI	0.99	target_decoy
sp|P0A6P7|ENGB_ECOLI-sp|P0A7T3|RS16_ECOLI	0.99	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P0ADY7|RL16_ECOLI	0.99	target_target
sp|P00582|DPO1_ECOLI-sp|P0AE08|AHPC_ECOLI	0.99	target_target
sp|P0A698|UVRA_ECOLI-sp|P0AFG6|ODO2_ECOLI	0.99	target_target
sp|P0A6F5|CH60_ECOLI-sp|P62399|RL5_ECOLI	0.99	target_target
sp|P39410|YJJJ_ECOLI-sp|P39410|YJJJ_ECOLI	0.98	target_target
sp|P0A8N5|SYK2_ECOLI,sp|P0A8N3|SYK1_ECOLI-sp|P0A8N5|SYK2_ECOLI,sp|P0A8N3|SYK1_ECOLI	0.98	target_target
rev_sp|P0A8V2|RPOB_ECOLI-sp|P0A8V2|RPOB_ECOLI	0.98	target_decoy
sp|P15254|PUR4_ECOLI-sp|P21599|KPYK2_ECOLI	0.98	target_target
sp|P0A7U7|RS20_ECOLI-sp|P75876|RLMI_ECOLI	0.98	target_target
sp|P37177|PT1P_ECOLI-sp|P37177|PT1P_ECOLI	0.98	target_target
sp|P00550|PTM3C_ECOLI-sp|P00550|PTM3C_ECOLI	0.98	target_target
sp|P0AA41|TRUC_ECOLI-sp|P0AA41|TRUC_ECOLI	0.98	target_target
sp|P37326|INTS_ECOLI-sp|P37326|INTS_ECOLI	0.98	target_target
sp|P0ADZ7|YAJC_ECOLI-sp|P0ADZ7|YAJC_ECOLI	0.98	target_target
sp|P0A9H3|LDCI_ECOLI-sp|P0A9H3|LDCI_ECOLI	0.98	target_target
sp|P02925|RBSB_ECOLI-sp|P02925|RBSB_ECOLI	0.98	target_target
sp|P68066|GRCA_ECOLI-sp|P68066|GRCA_ECOLI	0.98	target_target
sp|P0ACR7|YFER_ECOLI-sp|P0ACR7|YFER_ECOLI	0.98	target_target
sp|P0AC02|BAMD_ECOLI-sp|P0AC02|BAMD_ECOLI	0.98	target_target
sp|P06709|BIRA_ECOLI-sp|P06709|BIRA_ECOLI	0.97	target_target
rev_sp|Q9NW97|TMM51_HUMAN-rev_sp|Q9NW97|TMM51_HUMAN	0.97	decoy_decoy
sp|P55138|YGCE_ECOLI-sp|P55138|YGCE_ECOLI	0.97	target_target
sp|P00936|CYAA_ECOLI-sp|P00936|CYAA_ECOLI	0.97	target_target
sp|P0AFR4|YCIO_ECOLI-sp|P0AFR4|YCIO_ECOLI	0.97	target_target
sp|P07364|CHER_ECOLI-sp|P07364|CHER_ECOLI	0.97	target_target
sp|P0A830|DCTA_ECOLI-sp|P0A830|DCTA_ECOLI	0.97	target_target
sp|P69428|TATA_ECOLI-sp|P69428|TATA_ECOLI	0.97	target_target
sp|P15723|DGTP_ECOLI-sp|P15723|DGTP_ECOLI	0.97	target_target
sp|P0AGG8|TLDD_ECOLI-sp|P0AGG8|TLDD_ECOLI	0.97	target_target
sp|P0AE52|BCP_ECOLI-sp|P0AE52|BCP_ECOLI	0.97	target_target
sp|P68187|MALK_ECOLI-sp|P68187|MALK_ECOLI	0.97	target_target
sp|Q8NDN9|RCBT1_HUMAN-sp|Q8NDN9|RCBT1_HUMAN	0.97	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P23830|PSS_ECOLI	0.97	target_target
sp|P02358|RS6_ECOLI-sp|P0A6Y1|IHFB_ECOLI	0.97	target_target
sp|P0AGA2|SECY_ECOLI-sp|P0AGA2|SECY_ECOLI	0.97	target_target
sp|P45464|LPOA_ECOLI-sp|P45464|LPOA_ECOLI	0.97	target_target
sp|Q47150|DINJ_ECOLI-sp|Q47150|DINJ_ECOLI	0.97	target_target
sp|P0ADG7|IMDH_ECOLI-sp|P68191|SRA_ECOLI	0.96	target_target
rev_sp|Q7Z4L5|TT21B_HUMAN-rev_sp|Q7Z4L5|TT21B_HUMAN	0.96	decoy_decoy
sp|P0AB91|AROG_ECOLI,sp|P00888|AROF_ECOLI-sp|P0AB91|AROG_ECOLI,sp|P00888|AROF_ECOLI	0.96	target_target
sp|P0A7V3|RS3_ECOLI-sp|P13009|METH_ECOLI	0.96	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0ACF4|DBHB_ECOLI	0.96	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A9Q7|ADHE_ECOLI	0.96	target_target
sp|P0A7S3|RS12_ECOLI-sp|P21513|RNE_ECOLI	0.95	target_target
sp|P0A9F3|CYSB_ECOLI-sp|P27302|TKT1_ECOLI	0.95	target_target
sp|P03007|DPO3E_ECOLI-sp|P10443|DPO3A_ECOLI	0.95	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P45577|PROQ_ECOLI	0.95	target_target
sp|P0A7N9|RL33_ECOLI-sp|P30864|YAFC_ECOLI	0.95	target_target
sp|P0A8M3|SYT_ECOLI-sp|P0AG63|RS17_ECOLI	0.95	target_target
sp|P0A9D4|CYSE_ECOLI-sp|P0ABK5|CYSK_ECOLI	0.95	target_target
sp|P0A853|TNAA_ECOLI-sp|P0A8N3|SYK1_ECOLI	0.95	target_target
sp|P16659|SYP_ECOLI-sp|P19934|TOLA_ECOLI	0.95	target_target
sp|P00968|CARB_ECOLI-sp|P0A8V2|RPOB_ECOLI	0.95	target_target
sp|P00579|RPOD_ECOLI-sp|P0A705|IF2_ECOLI	0.95	target_target
sp|P0A6M8|EFG_ECOLI-sp|P0A9M0|LON_ECOLI	0.95	target_target
sp|P0A705|IF2_ECOLI-sp|P21889|SYD_ECOLI	0.95	target_target
sp|P00895|TRPE_ECOLI-sp|P00904|TRPGD_ECOLI	0.95	target_target
sp|P0A7L0|RL1_ECOLI-sp|P75864|RLMKL_ECOLI	0.94	target_target
sp|P0A887|UBIE_ECOLI-sp|P77488|DXS_ECOLI	0.94	target_target
sp|P17846|CYSI_ECOLI-sp|P52643|LDHD_ECOLI	0.94	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0AEH5|ELAB_ECOLI	0.94	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7U3|RS19_ECOLI	0.94	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0ABB0|ATPA_ECOLI	0.94	target_target
sp|P00582|DPO1_ECOLI-sp|P0A853|TNAA_ECOLI	0.94	target_target
sp|P0A9Q1|ARCA_ECOLI-sp|P33136|OPGG_ECOLI	0.94	target_target
sp|P0A8V2|RPOB_ECOLI-sp|Q2Q1W2|LIN41_HUMAN	0.94	target_target
sp|P0A6P7|ENGB_ECOLI-sp|P0A7S3|RS12_ECOLI	0.94	target_target
sp|P33570|TKT2_ECOLI-sp|P63284|CLPB_ECOLI	0.94	target_target
sp|P07117|PUTP_ECOLI-sp|P07117|PUTP_ECOLI	0.93	target_target
sp|P0A847|TGT_ECOLI-sp|P0ACF4|DBHB_ECOLI	0.93	target_target
sp|P08956|T1RK_ECOLI-sp|P17846|CYSI_ECOLI	0.93	target_target
sp|P35340|AHPF_ECOLI-sp|Q06828|FMOD_HUMAN	0.93	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0C018|RL18_ECOLI	0.93	target_target
sp|P0A7S9|RS13_ECOLI-sp|P0A8V2|RPOB_ECOLI	0.93	target_target
sp|P06959|ODP2_ECOLI-sp|P09831|GLTB_ECOLI	0.93	target_target
sp|P0A7R5|RS10_ECOLI-sp|P0ACF4|DBHB_ECOLI	0.93	target_target
sp|P0A7K6|RL19_ECOLI-sp|P77674|ABDH_ECOLI	0.93	target_target
sp|P0A7K2|RL7_ECOLI-sp|P62399|RL5_ECOLI	0.93	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P23538|PPSA_ECOLI	0.91	target_target
sp|P0AC00|FRLB_ECOLI-sp|P0AC00|FRLB_ECOLI	0.90	target_target
sp|P0AB80|ILVE_ECOLI-sp|P0AB80|ILVE_ECOLI	0.89	target_target
sp|P0ACK8|FUCR_ECOLI-sp|P0ACK8|FUCR_ECOLI	0.89	target_target
sp|P0A6M8|EFG_ECOLI-sp|P0A8V2|RPOB_ECOLI	0.88	target_target
sp|P77717|YBAY_ECOLI-sp|P77717|YBAY_ECOLI	0.88	target_target
sp|Q46864|MQSA_ECOLI-sp|Q46864|MQSA_ECOLI	0.86	target_target
sp|P21169|DCOR_ECOLI-sp|P21169|DCOR_ECOLI	0.86	target_target
sp|P0AEE8|DMA_ECOLI-sp|P0AEE8|DMA_ECOLI	0.86	target_target
sp|P0A707|IF3_ECOLI-sp|P61175|RL22_ECOLI	0.85	target_target
sp|P02358|RS6_ECOLI-sp|P45577|PROQ_ECOLI	0.84	target_target
sp|P06988|HISX_ECOLI-sp|P06988|HISX_ECOLI	0.83	target_target
sp|P09832|GLTD_ECOLI-sp|P12008|AROC_ECOLI	0.81	target_target
sp|P0A705|IF2_ECOLI-sp|P24218|INTD_ECOLI	0.81	target_target
sp|P05793|ILVC_ECOLI-sp|P37661|EPTB_ECOLI	0.80	target_target
sp|P0AGJ5|YFIF_ECOLI-sp|P62399|RL5_ECOLI	0.80	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0A8B2|YFCN_ECOLI	0.79	target_target
sp|P09832|GLTD_ECOLI-sp|P0ABU0|MENB_ECOLI	0.79	target_target
sp|P0ABF1|PCNB_ECOLI-sp|P0ADS6|YGGE_ECOLI	0.79	target_target
sp|P0A7V3|RS3_ECOLI-sp|P50539|MXI1_HUMAN	0.79	target_target
sp|P00962|SYQ_ECOLI-sp|P00962|SYQ_ECOLI	0.79	target_target
sp|P0A6C1|END4_ECOLI-sp|P0A7L0|RL1_ECOLI	0.78	target_target
sp|P0ABH7|CISY_ECOLI-sp|P15639|PUR9_ECOLI	0.78	target_target
sp|P62399|RL5_ECOLI-sp|P77718|THII_ECOLI	0.78	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0A9X4|MREB_ECOLI	0.78	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P0AGJ5|YFIF_ECOLI	0.78	target_target
sp|P21179|CATE_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	0.78	target_target
sp|P05042|FUMC_ECOLI-sp|P0A853|TNAA_ECOLI	0.78	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P69797|PTNAB_ECOLI	0.78	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0AA10|RL13_ECOLI	0.78	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0C018|RL18_ECOLI	0.78	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0A959|ALAA_ECOLI	0.78	target_target
sp|P0A7N4|RL32_ECOLI-sp|P0AC33|FUMA_ECOLI	0.78	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0A8T7|RPOC_ECOLI	0.78	target_target
sp|P0A8T7|RPOC_ECOLI-sp|P0A991|ALF1_ECOLI	0.78	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P21499|RNR_ECOLI	0.78	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0AE08|AHPC_ECOLI	0.78	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P0AFG8|ODP1_ECOLI	0.78	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0A9M0|LON_ECOLI	0.78	target_target
sp|P00363|FRDA_ECOLI-sp|P0A6F5|CH60_ECOLI	0.78	target_target
sp|P0A7S3|RS12_ECOLI-sp|P76594|PKA_ECOLI	0.78	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7R9|RS11_ECOLI	0.78	target_target
sp|P0A7N9|RL33_ECOLI-sp|P0ACG1|STPA_ECOLI	0.78	target_target
sp|P0A7U3|RS19_ECOLI-sp|P0ADZ0|RL23_ECOLI	0.78	target_target
sp|P0AEU7|SKP_ECOLI-sp|P0AG67|RS1_ECOLI	0.78	target_target
sp|P0A7S3|RS12_ECOLI-sp|P0A9M0|LON_ECOLI	0.78	target_target
sp|P0A853|TNAA_ECOLI-sp|P0AC33|FUMA_ECOLI	0.78	target_target
sp|P0A6Y1|IHFB_ECOLI-sp|P68919|RL25_ECOLI	0.78	target_target
sp|P0A847|TGT_ECOLI-sp|P0AG59|RS14_ECOLI	0.78	target_target
sp|P0A7R5|RS10_ECOLI-sp|P62399|RL5_ECOLI	0.78	target_target
sp|P0A853|TNAA_ECOLI-sp|P27302|TKT1_ECOLI	0.78	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0DMC7|RCSB_ECOLI	0.78	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0A9Q1|ARCA_ECOLI	0.78	target_target
sp|P0A7U3|RS19_ECOLI-sp|P60723|RL4_ECOLI	0.78	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P0ACD4|ISCU_ECOLI	0.78	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P24182|ACCC_ECOLI	0.78	target_target
sp|P0A7R1|RL9_ECOLI-sp|P0AEU7|SKP_ECOLI	0.78	target_target
sp|P07004|PROA_ECOLI-sp|P0A6Y1|IHFB_ECOLI	0.78	target_target
sp|P0A9B2|G3P1_ECOLI-sp|P37685|ALDB_ECOLI	0.78	target_target
sp|P0A8X0|YJGA_ECOLI-sp|P37765|RLUB_ECOLI	0.77	target_target
sp|P0ACF4|DBHB_ECOLI-sp|P0AE78|CORC_ECOLI	0.77	target_target
sp|P0A6X7|IHFA_ECOLI-sp|P0A7R1|RL9_ECOLI	0.77	target_target
sp|P0A8M6|YEEX_ECOLI-sp|P0AFG6|ODO2_ECOLI	0.77	target_target
sp|P00490|PHSM_ECOLI-sp|P0ACF0|DBHA_ECOLI	0.77	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P69451|LCFA_ECOLI	0.77	target_target
sp|P02359|RS7_ECOLI-sp|P0ACL9|PDHR_ECOLI	0.77	target_target
sp|P17846|CYSI_ECOLI-sp|P69910|DCEB_ECOLI,sp|P69908|DCEA_ECOLI	0.77	target_target
sp|P02359|RS7_ECOLI-sp|P69913|CSRA_ECOLI	0.77	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0A7M2|RL28_ECOLI	0.77	target_target
sp|P02359|RS7_ECOLI-sp|P60438|RL3_ECOLI	0.77	target_target
sp|P0A9G6|ACEA_ECOLI-sp|P0A9Q1|ARCA_ECOLI	0.77	target_target
sp|P11349|NARH_ECOLI-sp|P19319|NARZ_ECOLI	0.77	target_target
sp|P0ACG1|STPA_ECOLI-sp|P0ADZ4|RS15_ECOLI	0.77	target_target
sp|P0A7M2|RL28_ECOLI-sp|P60624|RL24_ECOLI	0.77	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0C018|RL18_ECOLI	0.77	target_target
sp|P0A7V3|RS3_ECOLI-sp|P0A8T7|RPOC_ECOLI	0.77	target_target
sp|P0A850|TIG_ECOLI-sp|P22523|MUKB_ECOLI	0.76	target_target
sp|P0A6F5|CH60_ECOLI-sp|P0AB03|YCBJ_ECOLI	0.76	target_target
sp|P0A705|IF2_ECOLI-sp|Q7Z4L5|TT21B_HUMAN	0.75	target_target
sp|P0A7L8|RL27_ECOLI-sp|P0A7S3|RS12_ECOLI	0.75	target_target
sp|P0A705|IF2_ECOLI-sp|P0A7W1|RS5_ECOLI	0.75	target_target
sp|P31663|PANC_ECOLI-sp|P60422|RL2_ECOLI	0.74	target_target
sp|P08312|SYFA_ECOLI-sp|P0A9K3|PHOL_ECOLI	0.74	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P68191|SRA_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P0A853|TNAA_ECOLI	0.74	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0A853|TNAA_ECOLI	0.74	target_target
sp|P0ACF0|DBHA_ECOLI-sp|P0AGJ5|YFIF_ECOLI	0.74	target_target
sp|P0AG67|RS1_ECOLI-sp|Q46901|CSE1_ECOLI	0.74	target_target
sp|P0A8V2|RPOB_ECOLI-sp|P0ADZ4|RS15_ECOLI	0.74	target_target
sp|P0A7K2|RL7_ECOLI-sp|P0A7S9|RS13_ECOLI	0.74	target_target
sp|P0ADZ4|RS15_ECOLI-sp|P60624|RL24_ECOLI	0.74	target_target
sp|P05055|PNP_ECOLI-sp|P0AFG8|ODP1_ECOLI	0.74	target_target
sp|P0A7K6|RL19_ECOLI-sp|P21499|RNR_ECOLI	0.74	target_target
sp|P0A6B7|ISCS_ECOLI-sp|P32177|FDHD_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P38038|CYSJ_ECOLI	0.74	target_target
sp|P0A7G6|RECA_ECOLI-sp|P0A9X4|MREB_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P63284|CLPB_ECOLI	0.74	target_target
sp|P0A7L0|RL1_ECOLI-sp|P0AFW2|RMF_ECOLI	0.74	target_target
sp|P23830|PSS_ECOLI-sp|P69913|CSRA_ECOLI	0.74	target_target
sp|P0A6M8|EFG_ECOLI-sp|P35340|AHPF_ECOLI	0.74	target_target
sp|P0A6Y8|DNAK_ECOLI-sp|P68919|RL25_ECOLI	0.74	target_target
sp|P06612|TOP1_ECOLI-sp|P0A6X7|IHFA_ECOLI	0.74	target_target
sp|P00579|RPOD_ECOLI-sp|P0A6Y8|DNAK_ECOLI	0.74	target_target
sp|P0A9K3|PHOL_ECOLI-sp|P0AG67|RS1_ECOLI	0.74	target_target
sp|P0A705|IF2_ECOLI-sp|P0AC33|FUMA_ECOLI	0.74	target_target
sp|P0A7X3|RS9_ECOLI-sp|P0AEU7|SKP_ECOLI	0.74	target_target
sp|P62399|RL5_ECOLI-sp|Q47156|YAFN_ECOLI	0.74	target_target
sp|P0A853|TNAA_ECOLI-sp|P77674|ABDH_ECOLI	0.73	target_target
rev_sp|Q8NGY6|OR6N2_HUMAN-sp|P0AFG6|ODO2_ECOLI	0.73	target_decoy
sp|P0AFF6|NUSA_ECOLI-sp|P68066|GRCA_ECOLI	0.72	target_target
sp|P00968|CARB_ECOLI-sp|P0A7K2|RL7_ECOLI	0.71	target_target
sp|P0A705|IF2_ECOLI-sp|P50539|MXI1_HUMAN	0.67	target_target
sp|P17169|GLMS_ECOLI-sp|P77674|ABDH_ECOLI	0.67	target_target
sp|P0A7U3|RS19_ECOLI-sp|P45577|PROQ_ECOLI	0.67	target_target
sp|P0A7R1|RL9_ECOLI-sp|P0A7U3|RS19_ECOLI	0.67	target_target
